titulo,contenido,enlace,fuente,fecha,cluster,menores_identificados,contenido_limpio,feminicidio_score,feminicidio_flag,feminicidio_evidencia,victima_edad,victima_menor,ubicacion_estado,relacion_agresor
Integra  la fiscalía capitalina las pruebas del homicidio de Jesús Israel,"La Fiscalía General de Justicia de la Ciudad de México podrá ejercer acción penal contra Lex Ashton N, estudiante implicado en el homicidio de otro alumno del Colegio de Ciencias y Humanidades plantel Sur de la Universidad Nacional Autónoma de México (UNAM) y de lesiones a un trabajador, al contar con diversas pruebas que lo vinculan a la comisión de ambos delitos.",https://www.jornada.com.mx/2025/09/26/politica/016n3pol?partner=rss,https://www.jornada.com.mx/rss/politica.xml,2025-09-26T10:51:01+00:00,3,No,la fiscalia general de justicia de la ciudad de mexico podra ejercer accion penal contra lex ashton n estudiante implicado en el homicidio de otro alumno del colegio de ciencias y humanidades plantel sur de la universidad nacional autonoma de mexico unam y de lesiones a un trabajador al contar con diversas pruebas que lo vinculan a la comision de ambos delitos,0.8,Sí,"victima:estudiante, evento:homicidio|homicidio",,No,Ciudad De Mexico,
Las 38 estaciones de Sinclair transmitirán ‘Jimmy Kimmel Live!’ luego del boicot tras monólogo sobre Charlie Kirk,"Forbes México . Las 38 estaciones de Sinclair transmitirán ‘Jimmy Kimmel Live!’ luego del boicot tras monólogo sobre Charlie Kirk El grupo de tendencia conservadora Sinclair Broadcast Group, propietario de 38 filiales de ABC (aproximadamente el 15% del total a nivel nacional), dijo que traería “Jimmy Kimmel Live!” de nuevo al aire el viernes por la noche, incluidos los principales mercados de Washington DC y Seattle, después de adelantarse al programa del presentador nocturno debido a los comentarios de Kimmel sobre el asesinato del activista conservador Charlie Kirk. Datos clave Sinclair dijo en un comunicado el viernes que tomó la decisión de restablecer el programa de Kimmel en sus 38 estaciones ABC, incluidos los mercados más grandes de Washington, DC, Seattle y Portland, Oregon, luego de “comentarios reflexivos de los espectadores, anunciantes y líderes de la comunidad que representan una amplia gama de perspectivas”. Sinclair había mantenido a Kimmel fuera del aire, incluso después de que ABC pusiera fin a la suspensión del presentador nocturno a principios de esta semana, afirmando que los comentarios que Kimmel hizo sobre Kirk en un monólogo fueron “inapropiados y profundamente insensibles en un momento crítico para nuestro país”. Kimmel continúa fuera del aire en las 28 afiliadas ABC de la compañía de transmisión Nexstar. La suspensión de Kimmel indignó a Hollywood y a muchos defensores de la libertad de expresión, y generó acusaciones de que la administración Trump había violado la ley al presionar a las estaciones para que lo mantuvieran fuera del aire, aunque Sinclair dijo el viernes que su decisión de impedir la salida de Kimmel se tomó “independientemente de cualquier interacción o influencia del gobierno”. Sinclair rechazó las acusaciones de que la suspensión de Kimmel era una violación a la libertad de expresión, afirmando que tienen el “derecho a ejercer su juicio sobre el contenido de sus estaciones locales” y calificó de “simplemente inconsistente defender la libertad de expresión mientras se exige que las emisoras transmitan contenido específico”. Sinclair dice que mantuvo conversaciones con ABC y sugirió que la cadena adopte un “defensor del pueblo independiente para toda la red”, entre otras medidas para mejorar la responsabilidad y la confianza, aunque señaló que ABC aún no ha acordado implementarlas. Infórmate: Regreso de Jimmy Kimmel bate récords históricos de audiencia pese a no ser retransmitido en un 23% de EU ¿Dónde está Kimmel todavía fuera del aire? Kimmel aún tiene prioridad en las 28 afiliadas de Nexstar en ABC, aunque la emisora ​​declaró el miércoles que “sigue evaluando el estado de ‘Jimmy Kimmel Live!’ en nuestras estaciones de televisión locales afiliadas a ABC”. El boicot a Nexstar dejará a Kimmel fuera del aire en algunos mercados importantes, como Nashville, Salt Lake City y Nueva Orleans, y otras estaciones en el estado de Nueva York, Pensilvania, Tennessee e Illinois se verán afectadas. ¿Qué sabemos sobre las inclinaciones políticas de Sinclair? Sinclair ha enfrentado durante mucho tiempo el escrutinio por supuestamente promover puntos de vista conservadores en sus estaciones de televisión. El año pasado, Eugene Ramirez, presentador del noticiero vespertino de Sinclair, renunció debido a la preocupación de que la compañía introdujera un sesgo de derecha en la cobertura informativa. La noticia de su renuncia fue reportada primero por Popular Information , que dijo que Ramirez estaba obligado a leer tres noticias por día producidas por el Equipo de Respuesta Rápida de Sinclair, un grupo de cuatro periodistas que trabajaban en la sede de Sinclair, que una fuente anónima describió como un “brazo de propaganda de derecha”. Ramirez, en una publicación en X, dijo que “no cuestiona ninguna de las afirmaciones hechas” en el artículo. Un estudio de 2018 realizado por dos politólogos, publicado en American Political Science Review, encontró que Sinclair presiona a sus estaciones para que aumenten la cobertura de la política nacional mientras disminuyen la cobertura local, y que sus estaciones tienen una inclinación más hacia la derecha en comparación con otros medios locales. Sinclair también exige a las estaciones que transmitan segmentos obligatorios de noticias o comentarios llamados “must-runs”, algunos de los cuales han enfrentado acusaciones de sesgo conservador. En 2017, Sinclair contrató a Boris Epshteyn como comentarista político tras su renuncia como funcionario de comunicaciones de Trump y le exigió que emitiera sus comentarios nueve veces por semana. Sinclair también fue objeto de escrutinio por obligar a decenas de presentadores de noticias a repetir las mismas frases sobre las “noticias falsas” en 2018, incluyendo: “Algunos miembros de los medios de comunicación usan sus plataformas para difundir sus propios prejuicios” y “Esto es extremadamente peligroso para nuestra democracia”. Antecedentes clave Kimmel desató la polémica en su programa cuando abordó el tiroteo de Charlie Kirk en un monólogo la semana pasada, acusando a la “pandilla MAGA” de “intentar desesperadamente caracterizar a este chico que asesinó a Charlie Kirk como algo más que uno de ellos” y de intentar sumar puntos políticos con la muerte de Kirk. El presidente de la FCC, Brendan Carr, criticó las declaraciones de Kimmel y sugirió que la FCC podría tomar medidas contra su programa y las emisoras que lo transmiten, poco después de lo cual ABC suspendió el programa de Kimmel. ABC reinstaló a Kimmel a principios de esta semana, y el presentador nocturno regresó al aire el martes (excepto en los mercados de Nexstar y Sinclair), donde aclaró sus comentarios sobre Kirk y criticó duramente a Carr y a Trump. “Nunca fue mi intención restarle importancia al asesinato de un joven… No creo que haya nada gracioso en ello”, dijo Kimmel. Trump criticó duramente el regreso de Kimmel al aire en una publicación en Truth Social, y luego sugirió que demandaría a ABC. Este artículo fue publicado originalmente por Forbes US Sigue la información sobre el mundo en nuestra sección internacional Las 38 estaciones de Sinclair transmitirán ‘Jimmy Kimmel Live!’ luego del boicot tras monólogo sobre Charlie Kirk Forbes Staff",https://forbes.com.mx/las-38-estaciones-de-sinclair-transmitiran-jimmy-kimmel-live-luego-del-boicot-tras-monologo-sobre-charlie-kirk/,https://www.forbes.com.mx/feed/,2025-09-26T20:40:07+00:00,3,No,forbes mexico las 38 estaciones de sinclair transmitiran jimmy kimmel live luego del boicot tras monologo sobre charlie kirk el grupo de tendencia conservadora sinclair broadcast group propietario de 38 filiales de abc aproximadamente el 15 del total a nivel nacional dijo que traeria jimmy kimmel live de nuevo al aire el viernes por la noche incluidos los principales mercados de washington dc y seattle despues de adelantarse al programa del presentador nocturno debido a los comentarios de kimmel sobre el asesinato del activista conservador charlie kirk datos clave sinclair dijo en un comunicado el viernes que tomo la decision de restablecer el programa de kimmel en sus 38 estaciones abc incluidos los mercados mas grandes de washington dc seattle y portland oregon luego de comentarios reflexivos de los espectadores anunciantes y lideres de la comunidad que representan una amplia gama de perspectivas sinclair habia mantenido a kimmel fuera del aire incluso despues de que abc pusiera fin a la suspension del presentador nocturno a principios de esta semana afirmando que los comentarios que kimmel hizo sobre kirk en un monologo fueron inapropiados y profundamente insensibles en un momento critico para nuestro pais kimmel continua fuera del aire en las 28 afiliadas abc de la compania de transmision nexstar la suspension de kimmel indigno a hollywood y a muchos defensores de la libertad de expresion y genero acusaciones de que la administracion trump habia violado la ley al presionar a las estaciones para que lo mantuvieran fuera del aire aunque sinclair dijo el viernes que su decision de impedir la salida de kimmel se tomo independientemente de cualquier interaccion o influencia del gobierno sinclair rechazo las acusaciones de que la suspension de kimmel era una violacion a la libertad de expresion afirmando que tienen el derecho a ejercer su juicio sobre el contenido de sus estaciones locales y califico de simplemente inconsistente defender la libertad de expresion mientras se exige que las emisoras transmitan contenido especifico sinclair dice que mantuvo conversaciones con abc y sugirio que la cadena adopte un defensor del pueblo independiente para toda la red entre otras medidas para mejorar la responsabilidad y la confianza aunque senalo que abc aun no ha acordado implementarlas informate regreso de jimmy kimmel bate records historicos de audiencia pese a no ser retransmitido en un 23 de eu donde esta kimmel todavia fuera del aire kimmel aun tiene prioridad en las 28 afiliadas de nexstar en abc aunque la emisora declaro el miercoles que sigue evaluando el estado de jimmy kimmel live en nuestras estaciones de television locales afiliadas a abc el boicot a nexstar dejara a kimmel fuera del aire en algunos mercados importantes como nashville salt lake city y nueva orleans y otras estaciones en el estado de nueva york pensilvania tennessee e illinois se veran afectadas que sabemos sobre las inclinaciones politicas de sinclair sinclair ha enfrentado durante mucho tiempo el escrutinio por supuestamente promover puntos de vista conservadores en sus estaciones de television el ano pasado eugene ramirez presentador del noticiero vespertino de sinclair renuncio debido a la preocupacion de que la compania introdujera un sesgo de derecha en la cobertura informativa la noticia de su renuncia fue reportada primero por popular information que dijo que ramirez estaba obligado a leer tres noticias por dia producidas por el equipo de respuesta rapida de sinclair un grupo de cuatro periodistas que trabajaban en la sede de sinclair que una fuente anonima describio como un brazo de propaganda de derecha ramirez en una publicacion en x dijo que no cuestiona ninguna de las afirmaciones hechas en el articulo un estudio de 2018 realizado por dos politologos publicado en american political science review encontro que sinclair presiona a sus estaciones para que aumenten la cobertura de la politica nacional mientras disminuyen la cobertura local y que sus estaciones tienen una inclinacion mas hacia la derecha en comparacion con otros medios locales sinclair tambien exige a las estaciones que transmitan segmentos obligatorios de noticias o comentarios llamados mustruns algunos de los cuales han enfrentado acusaciones de sesgo conservador en 2017 sinclair contrato a boris epshteyn como comentarista politico tras su renuncia como funcionario de comunicaciones de trump y le exigio que emitiera sus comentarios nueve veces por semana sinclair tambien fue objeto de escrutinio por obligar a decenas de presentadores de noticias a repetir las mismas frases sobre las noticias falsas en 2018 incluyendo algunos miembros de los medios de comunicacion usan sus plataformas para difundir sus propios prejuicios y esto es extremadamente peligroso para nuestra democracia antecedentes clave kimmel desato la polemica en su programa cuando abordo el tiroteo de charlie kirk en un monologo la semana pasada acusando a la pandilla maga de intentar desesperadamente caracterizar a este chico que asesino a charlie kirk como algo mas que uno de ellos y de intentar sumar puntos politicos con la muerte de kirk el presidente de la fcc brendan carr critico las declaraciones de kimmel y sugirio que la fcc podria tomar medidas contra su programa y las emisoras que lo transmiten poco despues de lo cual abc suspendio el programa de kimmel abc reinstalo a kimmel a principios de esta semana y el presentador nocturno regreso al aire el martes excepto en los mercados de nexstar y sinclair donde aclaro sus comentarios sobre kirk y critico duramente a carr y a trump nunca fue mi intencion restarle importancia al asesinato de un joven no creo que haya nada gracioso en ello dijo kimmel trump critico duramente el regreso de kimmel al aire en una publicacion en truth social y luego sugirio que demandaria a abc este articulo fue publicado originalmente por forbes us sigue la informacion sobre el mundo en nuestra seccion internacional las 38 estaciones de sinclair transmitiran jimmy kimmel live luego del boicot tras monologo sobre charlie kirk forbes staff,0.8,Sí,"victima:joven, evento:asesinato|asesino|asesinato",,No,Mexico,
"¿Quién es Angie Miller, modelo que fue detenida por el asesinato de B-King y Regio Clown?","La influencer Angie Miller fue reportada como desaparecida … y ya la encontraron. En realidad, la modelo relacionada con B-King y Regio Clown estaba detenida desde el 23 de septiembre, día en que se reportó su desaparición. Angie, cuyo nombre real es Angélica Yetsey Torrini León , ‘desapareció’ el 23 de septiembre de 2025, un día después de que los cuerpos de los músicos colombianos B-King y DJ Regio Clown fueron encontrados sin vida en el Estado de México. Antes de su desaparición, Angie se mostró activa en redes sociales e incluso pidió ayuda para encontrar a B-King , con el que presuntamente tenía una relación. ""Que tu música te traiga con bien”, escribió. ¿Quién es Angie Miller y cuál es su trayectoria? Angie Miller es una modelo y actriz venezolana de 29 años que tiene presencia en plataformas como Instagram, donde comparte contenido relacionado principalmente con estilo de vida , aunque también sube fotos y videos de sesiones profesionales. Es activa también en TikTok, en donde hace videos escuchando distintos audios o haciendo lipsync de canciones. Desde que se dio a conocer la desaparición y asesinato de Bayron Sánchez ‘B-King’ , la influencer y modelo compartió videos relacionados con su pérdida. Con una carrera en ascenso, su imagen fue ligada no solo al modelaje, también a diversos eventos musicales, incluyendo su participación en un concierto promocionado junto a B-King y DJ Regio Clown en México . ""Nos vemos el domingo (14 de septiembre) en este gran evento … SIN CENSURA! Una noche mágica, no te lo puedes perder México hermoso"", escribió Jorge Herrera ‘Regio Clown’ en una publicación donde él y Bayron Sánchez aparecen con Angie y otros músicos. La relación entre Angie Miller y B-King La conexión entre Angie Miller y B-King trascendió más allá del terreno profesional, pues aparentemente mantenían una relación sentimental, o al menos eso compartió Miller en algunos videos que la modelo subió a TikTok e Instagram. Publicaciones en redes sociales muestran su cercanía, con videos en los que ambos aparecen bailando y disfrutando de momentos juntos. @soyangiemiller Me duele el alma 💔😞 te voy a querer por siempre mi king 💔 ♬ Muévete Latina - B King Presuntamente, Angie fue la última persona vista con el cantante colombiano asesinado en México . La situación se volvió más tensa tras el asesinato de B-King y DJ Regio Clown , cuando Angie expresó su dolor y frustración, afirmando: “ Hoy odio a México más que a mi vida ” en un post que generó controversia. ‘Desaparición’ de Angie Miller: ¿qué pasó con la modelo? Un día después de que se confirmó el hallazgo de los cuerpos sin vida de Bayron Sánchez y Jorge Herrera en el municipio de Cocotitlán, Estado de México, la influencer y modelo Angie Miller fue reportada como desaparecida, el 23 de septiembre de 2025. De acuerdo con la ficha emitida por la Comisión de Búsqueda de Personas de la capital, la última vez que se la vio fue en la colonia Santa Cruz Atoyac, en la alcaldía Benito Juárez, Ciudad de México, sin que se conociera cómo iba vestida o detallaran alguna observación. Detienen a Angie Miller en el Estado de México Horas más tarde de que se hiciera pública la desaparición de la joven modelo venezolana , un documento emitido por el Registro Nacional de Detenciones muestra que, en realidad, la joven fue detenida el 23 de septiembre, mismo día de su presunta desaparición . El arresto ocurrió en la colonia Valle de los Pinos, del municipio de Tlalnepantla de Baz, Estado de México, alrededor de las 20:15 horas, por elementos de la Coordinación General de Combate al Secuestro. Sin embargo, en la ficha actualizada a las 12 horas de este 26 de septiembre, el estatus de la modelo aparece como ‘liberada’.",https://www.elfinanciero.com.mx/espectaculos/2025/09/26/quien-es-angie-miller-modelo-venezolana-detenida-tras-asesinato-de-b-king-y-regio-clown/,https://www.elfinanciero.com.mx/rss/,2025-09-26T20:34:26+00:00,0,Si,la influencer angie miller fue reportada como desaparecida y ya la encontraron en realidad la modelo relacionada con bking y regio clown estaba detenida desde el 23 de septiembre dia en que se reporto su desaparicion angie cuyo nombre real es angelica yetsey torrini leon desaparecio el 23 de septiembre de 2025 un dia despues de que los cuerpos de los musicos colombianos bking y dj regio clown fueron encontrados sin vida en el estado de mexico antes de su desaparicion angie se mostro activa en redes sociales e incluso pidio ayuda para encontrar a bking con el que presuntamente tenia una relacion que tu musica te traiga con bien escribio quien es angie miller y cual es su trayectoria angie miller es una modelo y actriz venezolana de 29 anos que tiene presencia en plataformas como instagram donde comparte contenido relacionado principalmente con estilo de vida aunque tambien sube fotos y videos de sesiones profesionales es activa tambien en tiktok en donde hace videos escuchando distintos audios o haciendo lipsync de canciones desde que se dio a conocer la desaparicion y asesinato de bayron sanchez bking la influencer y modelo compartio videos relacionados con su perdida con una carrera en ascenso su imagen fue ligada no solo al modelaje tambien a diversos eventos musicales incluyendo su participacion en un concierto promocionado junto a bking y dj regio clown en mexico nos vemos el domingo 14 de septiembre en este gran evento sin censura una noche magica no te lo puedes perder mexico hermoso escribio jorge herrera regio clown en una publicacion donde el y bayron sanchez aparecen con angie y otros musicos la relacion entre angie miller y bking la conexion entre angie miller y bking trascendio mas alla del terreno profesional pues aparentemente mantenian una relacion sentimental o al menos eso compartio miller en algunos videos que la modelo subio a tiktok e instagram publicaciones en redes sociales muestran su cercania con videos en los que ambos aparecen bailando y disfrutando de momentos juntos soyangiemiller me duele el alma te voy a querer por siempre mi king muevete latina b king presuntamente angie fue la ultima persona vista con el cantante colombiano asesinado en mexico la situacion se volvio mas tensa tras el asesinato de bking y dj regio clown cuando angie expreso su dolor y frustracion afirmando hoy odio a mexico mas que a mi vida en un post que genero controversia desaparicion de angie miller que paso con la modelo un dia despues de que se confirmo el hallazgo de los cuerpos sin vida de bayron sanchez y jorge herrera en el municipio de cocotitlan estado de mexico la influencer y modelo angie miller fue reportada como desaparecida el 23 de septiembre de 2025 de acuerdo con la ficha emitida por la comision de busqueda de personas de la capital la ultima vez que se la vio fue en la colonia santa cruz atoyac en la alcaldia benito juarez ciudad de mexico sin que se conociera como iba vestida o detallaran alguna observacion detienen a angie miller en el estado de mexico horas mas tarde de que se hiciera publica la desaparicion de la joven modelo venezolana un documento emitido por el registro nacional de detenciones muestra que en realidad la joven fue detenida el 23 de septiembre mismo dia de su presunta desaparicion el arresto ocurrio en la colonia valle de los pinos del municipio de tlalnepantla de baz estado de mexico alrededor de las 2015 horas por elementos de la coordinacion general de combate al secuestro sin embargo en la ficha actualizada a las 12 horas de este 26 de septiembre el estatus de la modelo aparece como liberada,0.8,Sí,"victima:joven|joven, evento:asesinato|asesinato|asesinato",29,No,Ciudad De Mexico,
Asesinato de B King y Regio Clown: Detienen a la influencer Angie Miller; ¿qué sabemos del caso?,"Angélica Yetsey Torrini León , la influencer y modelo venezolana conocida como Angie Miller quien se presentó en los conciertos de los artistas B King y Regio Clown en México, fue detenida en Tlalnepantla de Baz. Horas antes de que se diera a conocer esta noticia, la Comisión de Búsqueda de Personas de la Ciudad de México había reportado la desaparición de Angie Miller , quien dejó de tener contacto con sus seres queridos el pasado 23 de septiembre. No obstante, la joven de 29 años figura en el Registro Nacional de Detenciones . Angie Miller fue aprehendida una semana después de que B King y Regio Clown fueron localizados sin vida en el Estado de México. ¿Qué sabemos de la detención de Angie Miller? El Registro Nacional de Detenciones indica que Angélica Yetsey fue detenida el pasado martes 23 de septiembre en la colonia Valle de los Pinos, en la delegación Tlanepantla de Baz, en el Estado de México. La aprehensión de la modelo venezolana se dio a las 8:15 de la noche por elementos de la Coordinación General de Combate al Secuestro, aunque no se brindaron más detalles. Angie Miller estuvo bajo el resguardo de las autoridades de Tlanepantla de Baz; sin embargo, en el reporte más reciente del Registro Nacional de Detenciones se indica que la modelo ya fue puesta en libertad. ¿Por qué fue detenida Angie Miller, modelo vinculada a B King? Los primeros reportes indican que la actriz de cine para adultos, fue aprehendida por sus presuntos vínculos con el caso de B King y Regio Clown , de acuerdo con información compartida por el diario El País. La publicación explica que la joven había sido citada por el Ministerio Público de la Ciudad de México para que declarara y que se le está investigando por su posible participación en el homicidio de los músicos B King y Regio Clown. Angie Miller fue una de las personas que estuvo con los artistas poco antes de que se reportara su desaparición e incluso fue presentada por Regio Clown como una de las artistas que estaría en el escenario durante sus conciertos. Además, se mostró muy cercana a B King en los clips que compartió en sus redes sociales, en los que se les ve abrazados y bailando juntos. Angie Miller también fue una de las primeras personas en reaccionar a la desaparición de los jóvenes. Bayron Sánchez Salazar y Jorge Luis Herrera Lemos, nombre de los músicos, fueron vistos por última vez el 16 de septiembre, cuando salieron rumbo al gimnasio en Polanco. Un día después, dos cuerpos fueron localizados en el municipio de Cocotitlán, Estado de México, pero fue hasta el 22 de septiembre que las familias reconocieron a los artistas. Por ahora, la Fiscalía General de Justicia del Estado de México informó que el caso conduce a una investigación por homicidio . Luego de conocer lo que había pasado, Angie Miller manifestó su impotencia en redes sociales. “ Hoy odio México más que a mi vida (…) no es justo lo que está pasando”, escribió la modelo. Además, en su cuenta de TikTok estuvo compartiendo algunos videos en compañía de B King. ¿Quién es Angie Miller? Angie Miller es una modelo venezolana dedicada a compartir videos de moda y estilo de vida. También tiene una faceta como actriz y creadora de contenido para adultos en la plataforma Lover Fans, donde comparte material exclusivo con sus seguidores. La joven, cuyo nombre real es Angélica Yetsey, formó parte de los espectáculos de los artistas B-King y Regio Clown en México e incluso apareció tras bambalinas en clips difundidos por los propios músicos. @soyangiemiller Me duele el alma 💔😞 te voy a querer por siempre mi king 💔 ♬ Muévete Latina - B King Tras la confirmación de la Fiscalía de la CDMX sobre el hallazgo sin vida de los artistas en Cocotitlán, Angie Miller se pronunció en redes sociales: “estábamos felices, en donde quiera que estés te llevaré conmigo ”, escribió, además de lamentar que la situación que vivió B-King “no era justa”. Su última publicación fue un video en TikTok al lado del cantante colombiano, acompañado del mensaje: “Me duele el alma, te voy a querer siempre”.",https://www.elfinanciero.com.mx/espectaculos/2025/09/26/asesinato-de-b-king-y-regio-clown-detienen-a-la-influencer-angie-miller-que-sabemos-del-caso/,https://www.elfinanciero.com.mx/rss/,2025-09-26T19:52:20+00:00,0,Si,angelica yetsey torrini leon la influencer y modelo venezolana conocida como angie miller quien se presento en los conciertos de los artistas b king y regio clown en mexico fue detenida en tlalnepantla de baz horas antes de que se diera a conocer esta noticia la comision de busqueda de personas de la ciudad de mexico habia reportado la desaparicion de angie miller quien dejo de tener contacto con sus seres queridos el pasado 23 de septiembre no obstante la joven de 29 anos figura en el registro nacional de detenciones angie miller fue aprehendida una semana despues de que b king y regio clown fueron localizados sin vida en el estado de mexico que sabemos de la detencion de angie miller el registro nacional de detenciones indica que angelica yetsey fue detenida el pasado martes 23 de septiembre en la colonia valle de los pinos en la delegacion tlanepantla de baz en el estado de mexico la aprehension de la modelo venezolana se dio a las 815 de la noche por elementos de la coordinacion general de combate al secuestro aunque no se brindaron mas detalles angie miller estuvo bajo el resguardo de las autoridades de tlanepantla de baz sin embargo en el reporte mas reciente del registro nacional de detenciones se indica que la modelo ya fue puesta en libertad por que fue detenida angie miller modelo vinculada a b king los primeros reportes indican que la actriz de cine para adultos fue aprehendida por sus presuntos vinculos con el caso de b king y regio clown de acuerdo con informacion compartida por el diario el pais la publicacion explica que la joven habia sido citada por el ministerio publico de la ciudad de mexico para que declarara y que se le esta investigando por su posible participacion en el homicidio de los musicos b king y regio clown angie miller fue una de las personas que estuvo con los artistas poco antes de que se reportara su desaparicion e incluso fue presentada por regio clown como una de las artistas que estaria en el escenario durante sus conciertos ademas se mostro muy cercana a b king en los clips que compartio en sus redes sociales en los que se les ve abrazados y bailando juntos angie miller tambien fue una de las primeras personas en reaccionar a la desaparicion de los jovenes bayron sanchez salazar y jorge luis herrera lemos nombre de los musicos fueron vistos por ultima vez el 16 de septiembre cuando salieron rumbo al gimnasio en polanco un dia despues dos cuerpos fueron localizados en el municipio de cocotitlan estado de mexico pero fue hasta el 22 de septiembre que las familias reconocieron a los artistas por ahora la fiscalia general de justicia del estado de mexico informo que el caso conduce a una investigacion por homicidio luego de conocer lo que habia pasado angie miller manifesto su impotencia en redes sociales hoy odio mexico mas que a mi vida no es justo lo que esta pasando escribio la modelo ademas en su cuenta de tiktok estuvo compartiendo algunos videos en compania de b king quien es angie miller angie miller es una modelo venezolana dedicada a compartir videos de moda y estilo de vida tambien tiene una faceta como actriz y creadora de contenido para adultos en la plataforma lover fans donde comparte material exclusivo con sus seguidores la joven cuyo nombre real es angelica yetsey formo parte de los espectaculos de los artistas bking y regio clown en mexico e incluso aparecio tras bambalinas en clips difundidos por los propios musicos soyangiemiller me duele el alma te voy a querer por siempre mi king muevete latina b king tras la confirmacion de la fiscalia de la cdmx sobre el hallazgo sin vida de los artistas en cocotitlan angie miller se pronuncio en redes sociales estabamos felices en donde quiera que estes te llevare conmigo escribio ademas de lamentar que la situacion que vivio bking no era justa su ultima publicacion fue un video en tiktok al lado del cantante colombiano acompanado del mensaje me duele el alma te voy a querer siempre,0.8,Sí,"victima:joven|joven|joven, evento:asesinato|homicidio|homicidio",29,No,Cdmx,
