titulo,contenido,enlace,fuente,fecha,cluster,es_feminicidio,tiene_nna,tiene_huerfanos,es_objetivo,confianza,prioridad,menores_identificados
"Alemania y Países Bajos, dos históricos que sellan sus boletos","París. La tetracampeona Alemania y la tres veces finalista Países Bajos lograron ayer su clasificación al Mundial 2026, mientras Polonia y Eslovaquia tendrán una segunda oportunidad en el repechaje.",https://www.jornada.com.mx/2025/11/18/deportes/a11n1dep?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Extranjeros han sacado del país $130 mil 763 millones este año,"Entre enero y octubre, inversionistas extranjeros vendieron 130 mil 763 millones de pesos en bonos respaldados por el gobierno, en medio de las tensiones comerciales con la administración de Donald Trump, presidente de Estados Unidos, principal socio de México.",https://www.jornada.com.mx/2025/11/18/economia/028n1eco?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Científicos usan supercomputadora  para representar la corteza cerebral,"Madrid. Aprovechando la potencia de una de las supercomputadoras más rápidas del mundo, científicos del Instituto Allen (Estados Unidos) y de la Universidad de Electrocomunicaciones de Japón han creado una de las simulaciones cerebrales biofísicamente realistas más grandes y detalladas de un animal jamás realizadas. Este trabajo se presentará en SC25, la conferencia de supercomputación más importante del mundo, que tiene lugar en Saint Louis, Estados Unidos.",https://www.jornada.com.mx/2025/11/18/ciencias/a06n1cie?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Preparativos para el 20,,https://www.jornada.com.mx/2025/11/18/capital/042n3cap?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
"Cuando derrote a Anthony Joshua no me negarán ir por campeonato, dice Jake Paul","La llegada de Jake Paul al boxeo profesional ha estado marcada por controversias y críticas sobre la credibilidad del deporte. Principalmente porque, en un inicio, el youtuber y empresario se enfrentó a peleadores poco reconocidos, lo que puso en duda sus verdaderas intenciones.",https://www.jornada.com.mx/2025/11/18/deportes/a12n1dep?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
China realiza ejercicios navales ante tensión con Japón y EU por Taiwán,"Pekín. Las autoridades chinas empezaron ayer una serie de maniobras marítimas con fuego real en el mar Amarillo, en plena escalada de tensiones después de las polémicas declaraciones de la primera ministra de Japón, Sanae Takaichi, sobre una posible respuesta militar de Tokio si China ataca Taiwán.",https://www.jornada.com.mx/2025/11/18/mundo/036n1mun?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Raúl Barrera impulsa la creación de museos de sitio subterráneos en el Centro,"El arqueólogo Raúl Barrera Rodríguez, director del Programa del Arqueología Urbana (PAU) desde 2007, con casi 40 años de trayectoria, no duda en tomar “el pico y la pala” para excavar, además de que impulsa la creación de “museos de sitio subterráneos” en espacios con condiciones que permitan conservar, proteger y exponer los vestigios mexicas y coloniales que se descubran en el área circundante del Templo Mayor de Tenochtitlan.",https://www.jornada.com.mx/2025/11/18/cultura/a03n1cul?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
"Allan Corona, el mexicano que se mudó a Noruega para cumplir el sueño olímpico","Desde hace cientos de años, los noruegos adoptaron el esquí como parte integral de su cultura. Lo practicaron primero de forma recreativa y como medio de transporte, hasta evolucionar a una pasión nacional que los llevó a ser el país más ganador en la disciplina en los Juegos Olímpicos de Invierno con 405 medallas en su historia.",https://www.jornada.com.mx/2025/11/18/deportes/a12n2dep?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Carlos Fernández-Vega: México SA,"¿Casualidad? Ninguna:    “Donald Trump declaró que no tendría inconveniente en lanzar ataques contra México si eso detiene el tráfico de drogas hacia Estados Unidos. Luego de que reporteros en la Casa Blanca le preguntaron si aprobaría una operación antidrogas en el territorio mexicano, Trump respondió: ‘Estoy de acuerdo; lo que tengamos que hacer para detener las drogas; estuve viendo la situación en la Ciudad de México durante el fin de semana; hay muchísimos problemas allá (...) He estado hablando con México. Saben cuál es mi postura’” ( La Jornada, Reuters).",https://www.jornada.com.mx/2025/11/18/opinion/029o1eco?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Miguel Pineda: Negocios y empresas,"Donald Trump llamó al 2 de    abril de este año el “día de la liberación”, debido a que fijó altos aranceles al mundo con el objetivo de sustituir todo tipo de importaciones por producción nacional. Algo parecido experimentó México a mediados del siglo pasado, pero después lo desechó por una política de apertura comercial.",https://www.jornada.com.mx/2025/11/18/opinion/030o1eco?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Trump y FIFA: visas exprés a quien tenga boleto al Mundial,"Desde la llegada de Donald Trump a la Casa Blanca, los aficionados extranjeros en Estados Unidos no saben qué esperar de la Copa del Mundo. Piensan en los efectos de las políticas migratorias, los operativos, las redadas que encabezan agentes federales, la revocación de permisos de residencia temporal de ciudadanos de varias nacionalidades y el riesgo de ser arrestados por el Servicio de Control de Inmigración y Aduanas (ICE) al acudir a los estadios. Sobre el torneo –el más grande y complejo en la historia del futbol con 48 selecciones, 104 partidos y 16 ciudades en tres países– se cierne también la incertidumbre en torno a las severas restricciones para obtener visados.",https://www.jornada.com.mx/2025/11/18/deportes/a10n1dep?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
"Quien no esté listo para el juicio público, no sirve para esto: Aguirre","Javier Aguirre, director técnico de la selección nacional, abandona la sala de prensa del estadio Alamodome, en San Antonio, con un libro en la mano que el argentino Marcelo Bielsa le obsequió el viernes antes del partido contra Uruguay. Se titula El Código de la Cultura y su autor, el estadunidense Daniel Coyle, plantea en él que el trabajo en equipo y la capacidad de colaboración es el secreto del éxito de organizaciones tan dispares como el estudio cinematográfico Pixar y los Spurs de San Antonio, franquicia de la NBA.",https://www.jornada.com.mx/2025/11/18/deportes/a10n2dep?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
"Israel bloquea ayuda para 288 mil familias; bajo su custodia, 98 muertos","Jerusalén. Al menos unas 288 mil familias palestinas sufren duras condiciones climáticas debido a que Israel continúa con la restricción de la entrada de suministros humanitarios, señalaron ayer autoridades gazatíes, que denunciaron que se necesitan más de 300 mil tiendas de campaña para resistir las lluvias e inundaciones.",https://www.jornada.com.mx/2025/11/18/mundo/035n2mun?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Mujeres toman las riendas del mariachi en París,"París. “Estamos tomando las riendas”. Con sus guitarrones y sus vestidos bordados, las mujeres mariachis van ganando terreno en esta famosa música mexicana, tradicionalmente interpretada por varones.",https://www.jornada.com.mx/2025/11/18/espectaculos/a08n1esp?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Aspira el banco digital Revolut a ser   “el WhatsApp financiero” de México,"Revolut, el banco digital que en México ya inició su fase beta y a inicios de 2026 saldrá al mercado masivo, tiene una meta clara: “convertirse en el WhatsApp” de las instituciones financieras, es decir, que cualquier persona con un teléfono celular, sin importar su condición social, abra una cuenta, afirma su director general, Juan Guerra.",https://www.jornada.com.mx/2025/11/18/economia/030n1eco?partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Magú,LA MARCHA INFECTA · Magú,https://www.jornada.com.mx/2025/11/18/index.php?section=cartones&id=0&partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
El Fisgón,BLOQUE NEGRO DEL 15-N · El Fisgón,https://www.jornada.com.mx/2025/11/18/index.php?section=cartones&id=1&partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Rocha,ASALTO GENERACIONAL · Rocha,https://www.jornada.com.mx/2025/11/18/index.php?section=cartones&id=2&partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
Hernández,PERO SUCIA EN SERIO · Hernández,https://www.jornada.com.mx/2025/11/18/index.php?section=cartones&id=3&partner=rss,https://www.jornada.com.mx/rss/edicion.xml,2025-11-18T09:26:16+00:00,0,False,False,False,False,0.0,IRRELEVANTE,No
"Investigan feminicidio de Montserrat en Los Reyes de Juárez, Puebla; sus hijos presenciaron el crimen - Telediario México","Investigan feminicidio de Montserrat en Los Reyes de Juárez, Puebla; sus hijos presenciaron el crimen Telediario México",https://news.google.com/rss/articles/CBMikwFBVV95cUxQNDBUbnRLU1k4RVBIVy1pLXlTc0pRUFJVVTVPZnFZOTk0cGxQV0JjVVNacC1jcnRGRUZ4eURDbk9xLTdtWDFJQUVEU2ZEUmhKenFCVnpJVEZVaHJBczJmZGY5WFQ2TEpmWld6RnJiSGxqOU8wSm5zRHdjYWZvWDRBTDNFV3pGMUNWZ2VSaGg5QnZJTFnSAZMBQVVfeXFMUDQwVG50S1NZOEVQSFctaS15U3NKUVBSVVU1T2ZxWTk5NHBsUFdCY1VTWnAtY3J0RkVGeHlEQ25PcS03bVgxSUFFRFNmRFJoSnpxQlZ6SVRGVWhyQXMyZmRmOVhUNkxKZlpXekZyYkhsajlPMEpuc0R3Y2Fmb1g0QUwzRVd6RjFDVmdlUmhoOUJ2SUxZ?oc=5,Google News,2025-11-17T18:19:00+00:00,0,True,True,False,True,0.5,MEDIA,Si
Huérfanos por feminicidio: México solo reconoce como víctimas a 238 niños y niñas - Animal Politico,Huérfanos por feminicidio: México solo reconoce como víctimas a 238 niños y niñas Animal Politico,https://news.google.com/rss/articles/CBMinwJBVV95cUxPenR4S3JEMXV3WnpncnZLcVUtakluZl93MTIyMVRuR25HVjhhRllnVldLRlNGZUNBUXZtTzBuT1AwbjEzSmFzeE5OZE1TSzREWFRCMURnckdRc1JnV3BCNnZqVHZHTVg2YldKMWExYUk2Y0FpTEI5YUlGVkdjQWFPZ3kwbTZxRi1nLU9uMVhNTzFEVkhpZEFqY3dyOVMzU24zY19OdzhlVTRKRDc3VGJIaGZXUEpWRUwxc01fVlNGZDg1UHJtV0toWTJVOGVDT1Q5X0VSOTd2OGp6MFQ0SnFVa0hibHlYZDEzb2RrMXdqdjU5VEdjR2VaZGhPTGZDOWJIX1dMMU4tdjBRUmpfOTBBWXlhTDA0d0VoY3ctdHFIdw?oc=5,Google News,2025-10-28T13:47:39+00:00,0,True,False,False,False,0.3,BAJA,No
México en alerta: 791 menores víctimas de feminicidio desde 2015 a la fecha; siete por mes - Infobae,México en alerta: 791 menores víctimas de feminicidio desde 2015 a la fecha; siete por mes Infobae,https://news.google.com/rss/articles/CBMiywFBVV95cUxOZlJLdGRmR21kcTFwdjVrOHg0Q3NpZlItQlBlTndPY0xfVU5xVzhpTy1YcWhwSjFPbF9HR050N3dEbzFOeV9mdHQ2ZktHY3RsWloxSnJMTkRlT3phR1JyU1RvUENCMnUxbmI0RFlHUmpkQnlJRUZLYmtSa0pNZnBpeDZFaHJjQXBtRXVlSkdHUC1XVk91VGZ0SFdlTEVtZ09EQ1hBeDNrTkhfekdwXzNQN1VycFF3WHBndG1EWUF2UXVIUjljUzFUVVFGZ9IB5gFBVV95cUxOT2h4RGRrSXpxVi12Qng5czVUNUhIeUpnUVpSU1E5QVF3QTlCS1pSWUpDdnlmRjJRRnhKQzFDN2hWcHljYTlMRFU3VjNsaUVwNjc0ZUhNU1pDeDZCZS0yeEVIZl8tOXIyMm12ZHAwb3FqT3ZOX2dSbHZvemlFUEZwNmhNOG9GdzA0WHJwTWhmQnRSQ3ctcHZITzNqSWJXM0pNVEN3OXh3SERYVmM0S1hsMVRmZG92U2dYaVlBUmpTdWtXZ2FMOENBNUdyVVZNQmxvMWtSTTFxMkg1QXV2Tl9hUm9nQ3FOdw?oc=5,Google News,2025-07-12T07:00:00+00:00,0,True,False,False,False,0.35,BAJA,No
El asesinato de una mujer y sus tres hijas de nueve y 11 años eleva las alertas sobre la violencia infantil y de género en Sonora - EL PAÍS,El asesinato de una mujer y sus tres hijas de nueve y 11 años eleva las alertas sobre la violencia infantil y de género en Sonora EL PAÍS,https://news.google.com/rss/articles/CBMigAJBVV95cUxPTDBqeG5MNEQ2NWQtOU9lNEJ6Qm1BN3ZlTVo2Z1FEMGE1bnRzNy1iWUQxTW9IZHJkUW9ERTRFYVMta1FzSmV2bjAzbzExT2JlZS1HUHFWRFVqWTAteXU4Mkk1REtLenE3ajNSYkR3UUx2UFFKRnNpalhFZExsd0UxWk9DQUFnQV9wSFJyNjRvODJGd0lBNmlyRm1fSEt4WmRyeXJKRnRQb2JWNWY3bGJNUUpqdGtJZXlQRkM3WVAwdlhjSkVSR3dBTUROUHBVY0w3czZ1YVpoWmtHU3Z5bnJRblVjYXJ2R2VleV9XSFZ6V296Vmt5M1RKSnBfTjE0NTJw0gGUAkFVX3lxTE9keWlYNFBEZ1lQSnBjTE9xcThrOEVQUnQxUjlKcHVHeUZmTURzckIzVElyQVV2WGVJZGtKc1B1V1hHMjVPVGwzRlIteVZTU1J4dkxhdXp0THJwc05YLU4tMFA4LWU4ZjBpVUxIUkR4ck9TcHBxd1F3SXg2RWhMSUZRVUpKWkJqUXduRGY5ZGFxQjFVdk5aUmN5Szk1OUVvVXVDNGhLLWVYUU1Ub09oYXZ6ZXI1a1VTZUg4Vi1hR2MyQ0Y0dnhEYkE5QjFtTDJncklzZzdIU29YbmFsc2hBamZueVF5SV9HTGNyTjB4ZEY3YmRfMmlzZU83SXFlTjdQSlVPWFBzVUx1ZTEyN0FYR2pwaTllYg?oc=5,Google News,2025-07-07T07:00:00+00:00,0,True,True,False,True,0.45,BAJA,Si
"Niños que matan, la nueva sombra del feminicidio en México - La Silla Rota","Niños que matan, la nueva sombra del feminicidio en México La Silla Rota",https://news.google.com/rss/articles/CBMisgFBVV95cUxNMlhFdkpsYnVuVnZQV0dLVUVlMGtmQUh5OU5VTDNQQl9qb3kxeE40eG83a3RGTmNWREFpWlJoNXkwODgzR3RrLUh1SElMU2M2bGxhbW9TLVJTSkRXcDNpRjM1TlptNlh5b0JzVUxSRENjUlhsSTJaQWJuYkZNeFg0TWc1cFJTMUxLdGFDWXNPVzlzUXRrR1h4UUhnSFhadVBVT3hsa25lUE9RWkJPNTItTEtR0gGyAUFVX3lxTE0yWEV2SmxidW5WdlBXR0tVRWUwa2ZBSHk5TlVMM1BCX2pveTF4TjR4bzdrdEZOY1ZEQWlaUmg1eTA4ODNHdGstSHVISUxTYzZsbGFtb1MtUlNKRFdwM2lGMzVOWm02WHlvQnNVTFJEQ2NSWGxJMlpBYm5iRk14WDRNZzVwUlMxTEt0YUNZc09XOXNRdGtHWHhRSGdIWFp1UFVPeGxrbmVQT1FaQk81Mi1MS1E?oc=5,Google News,2025-10-19T07:00:00+00:00,0,True,False,False,False,0.3,BAJA,No
Violencia feminicida: ¿Qué pasa cuando los perpetradores son menores de edad? - Volcánicas,Violencia feminicida: ¿Qué pasa cuando los perpetradores son menores de edad? Volcánicas,https://news.google.com/rss/articles/CBMiZkFVX3lxTE83eFhCekg5UFlTWkpKU3V3Si1VWWFKS1E4d1RnVmY2emJiQ2JaY1V6ZHMzQjYzRFZIN29zNmltYzVHNmx4ZHQ5VkpWdWVuenBsSUNBNzBiSWsxTVZCQ01tb0stVnZOQQ?oc=5,Google News,2025-03-05T08:00:00+00:00,0,True,False,False,False,0.3,BAJA,No
México carece de registro homologado de huérfanos por feminicidios - El Sol de México,México carece de registro homologado de huérfanos por feminicidios El Sol de México,https://news.google.com/rss/articles/CBMitgFBVV95cUxQSWJtLWhGSnh3TlhfamNMN3E5ZDIwLUNTSi1yamhOWkdaa05sVEJHRGdOcWlCeUhPdnFfTXl3Yzc3YnY2MnNMbFJRdnMxdlB0UUFXYndSdEdMWXBiZWR0LVNuQUxvOVpMNFZFbHE0VHdMZEFfR2lIN0pBRHlEWmo0RE1jTmhYcjdJZ2JYTUpMVGpybUxia3pIcEVSRy1QMmVDLTg4eTZSZnVFanFSVndDMWtpOW5hQQ?oc=5,Google News,2025-05-11T07:00:00+00:00,0,True,False,False,False,0.3,BAJA,No
Detienen a dos menores por presunto feminicidio de adolescente en Sonora - Aristegui Noticias,Detienen a dos menores por presunto feminicidio de adolescente en Sonora Aristegui Noticias,https://news.google.com/rss/articles/CBMitgFBVV95cUxQZlMwR3VMV1ZIQkN1WUFoenhiUVJ0bGhmQ3lOdk9nMzFPZEdnYVFQZ1Vqdms4S2ZNRWJPdWhsc0lEZ3hfRlNYZ1gySjBkeWFIT3ZHY1paUExNeEFSWkJHSllPMzgtS3ZzWFduVlhEXzQ5c3dYblBhNmJaeUlJVHJIZ3Fjeld4S3lWd1VNT2NzZHVRRkpBaXFGQnpRcjFYTER5d2xyZThYdHJScERWcTdiRlBDeG9YQQ?oc=5,Google News,2025-10-14T07:00:00+00:00,0,True,True,False,True,0.45,BAJA,Si
Huérfanos del Estado: Los hijos e hijas de víctimas de feminicidio en Yucatán - Distintas Latitudes,Huérfanos del Estado: Los hijos e hijas de víctimas de feminicidio en Yucatán Distintas Latitudes,https://news.google.com/rss/articles/CBMihwFBVV95cUxNTDA0a1h5eTZKR09rLXZWMG9IcEdtX00xZHpNLThsVGl3SkNTTlpFbEwzbElzTzVWUGNCLVJ5SzZfUWFOUXY3T2JwMW5sSGxqdzB2YzV1MVp0SWJEckdUSEdQbmZxTEN2Y3BjZWV0cU83OFFLWU50Yjd0VHlZOEJJRFBtOGVwY1U?oc=5,Google News,2025-01-15T08:00:00+00:00,0,True,True,False,True,0.45,BAJA,Si
"La orfandad invisible, menores afectados por el feminicidio en México - El Valle - La noticia hecha periódico","La orfandad invisible, menores afectados por el feminicidio en México El Valle - La noticia hecha periódico",https://news.google.com/rss/articles/CBMipgFBVV95cUxPa2MtSTl3X2ZQVmpPZTZRb3dsSTBydURLRXJhc2FiWkxPUFFLck00b2p4YndoUmNzVDRMUEQ5cDlEaGduaU5PeU5xYURkdndMejRLZ3oyS0FCRmJrSlRPYXVzb3VneGNhOGJ2cUJFdDlZdm9uOE1TVkwtUmhkTXktd3hSeHlXVlQyTnpvVlVYOHZmR0VqZUQ2dVRlR05sME5ZVzRCTjF3?oc=5,Google News,2025-05-11T07:00:00+00:00,0,True,False,True,True,0.6,MEDIA,No
Imponen 630 años de prisión a madre e hijos por feminicidio y homicidio en Oaxaca - Infobae,Imponen 630 años de prisión a madre e hijos por feminicidio y homicidio en Oaxaca Infobae,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOMjV4YW9MTEN5b2tpYnY5Vnc1eXNjalVtYTNQbVdLajN1dzhqNTR4RnNqWVRjcWxzM0s3UXpzdURLWFVTSjdma1phRGhjQ3h4TTk5TFNlUTBmVWZXZnZWdkVYM2pDcHB3VGtzVGp4clBiWUJkcmFaWWM1ajM5bGtQbVF1UWMtRHZYejh6dE5vWGtyV1hyNzhPRXRDaWtNcEZUNjlrRjFiY25kalM0NjJyLXk4MVJYUDYwMlU0ZUxMLUhWQdIB3AFBVV95cUxQRzhneWk4OGpEVm1fMjJFMlh2QmwySlhKY0R0VGo5c2I5a3pjbi1vYkdxamhwamVzeF9VUGs0ZHhibmNOS29MdFBOVm5YYlRvWDJSVENXeFhjcFcxV1RPRW5yQVdDZk5Bb3hmYmRObUEzdy1vQzhETWJpLXloWGNONzdsMzJiakplUU5jOURDNkYtWTBkT00zMDJtTWhBYTIzSXRLYnZTaVFLeW9qeTY1Y2p4SVNiNE9KWEZoaTZRNGxEQkdGQV9DbEhqd1otdUI1aEFfemZybjVPLXVW?oc=5,Google News,2025-10-07T07:00:00+00:00,0,True,True,False,True,0.45,BAJA,Si
El feminicidio de Astrid Cruz y el asesinato de su hijo adolescente conmociona a Jalisco - EL PAÍS,El feminicidio de Astrid Cruz y el asesinato de su hijo adolescente conmociona a Jalisco EL PAÍS,https://news.google.com/rss/articles/CBMixAFBVV95cUxPakNnSnhJeDVkcmRZMU56NUpRX0xuYVYyT0lMLVI0bTFSOHMzOWtFa1Z3OTBVYUg2RXNVOVl6LURaQ2U2ZmZmZ3RSby15N3BPdE9SUFZXQkVmQWVQT2VZV2REZ0FRTVVxQi10RU5ScHVqbWJYbFh5RklmQmQ5cXhkNVJZUFo4c2lieDlFNGtzc09oUm94NHNtMGY1a20zZ0N6dkNRcU1Hd3hONWRza0tTS2hMZ1V3V3FNX1JETEpSX0NvYVNp0gHYAUFVX3lxTFAtRnBPYjctSWtwWTIxZmpPaXhUWGRiVEtIalhYZzRNb01FTy1WT1FIR21MbFdyb0pZNWRROGZlZHFQd0RvYWJwMmRKUmN0T3NnRmxvSGctdTFGTzVIdVdmVk10ODlHcXdQTEM2cVpBa3psYTAwcTdkN0lfTlFwRDBYQjNvT0VkVkluc1VDbEViTXB5clJBNjdHSmdUU0xjb3kxTkdiNFhSMVA2LXpOTFhiRENubWRKTXNvV1ZZendtM3Y2NmktcEdkZUhRYkJuaTJZQXI5Nmk4Yg?oc=5,Google News,2025-03-05T08:00:00+00:00,0,True,True,False,True,0.5,BAJA,Si
Morena anuncia iniciativa de apoyo económico a huérfanos por feminicidio en CDMX; medida será mensual y gestionada por el DIF - El Universal,Morena anuncia iniciativa de apoyo económico a huérfanos por feminicidio en CDMX; medida será mensual y gestionada por el DIF El Universal,https://news.google.com/rss/articles/CBMi-gFBVV95cUxPVkkzVXFrWTZWc2huN3h4MHVMeUlvUzJITXRNUWptVGpkb1VSenZGc2tVRWlTUUp1NVdIbnFaYl84c2dDMXR4SGp5WFJfU0FWcllNdjhUR251OGFnd20zZGlWaVhmR2tMTDlUSHM0UTdOckw0cDRtQUhHc2doLUEtTVJMazdGMzFQZGE4UlpsU2V6WW9vclhQN0dLdGwtZVNleHhOWlNJZ2FCdHFVUWdRNDMyQkMxekR0Y3lHSDZHU0lGalB2WkNCemU2WHp1d0dFc3hEMUFOX2E0VVVJdm1rcXQzdC1zQmlrZXhiMkI1a2VDTk4zLW1VNHlB0gGOAkFVX3lxTE9JcTVYcW1uX291V2xVMmx6UE9qLVpQZ2RvOEp6VW5GeUlEYTd1TkZmSnF5Q3lPTmd5RG80U001NTBYajhESmNrRklRN2xXVnFfWXpBUjhnRWpOZXh6cjMxdkdxZG95dDVCYlFyNENqd2pCbFFBZ3JLSUs0ZTJLT25vaGhTdWc4c0ZoQlJ2SmlUd3RLVkk0LTJPVjBlTzVyOFFuVkFHYmhzb0xOMS1wa1NfcXNwbWgwT1dCcDRxZUxoZk8tX1FXaEVqNEs2V05pMWRnUW9WTG1MakhjejZJRWFURWhFWk1uNzRIV1Rra0FqdE1fdFEyMEJJcEJZYlROOURHeU16SHhvaHhpdm9pZw?oc=5,Google News,2025-03-09T08:00:00+00:00,0,True,False,False,False,0.3,BAJA,No
"Emma Gabriela Molina Canto, víctima de feminicidio, Luchaba por recuperar a sus hijas e hijo privados de su libertad - CNDH | Comisión Nacional de los Derechos Humanos","Emma Gabriela Molina Canto, víctima de feminicidio, Luchaba por recuperar a sus hijas e hijo privados de su libertad CNDH | Comisión Nacional de los Derechos Humanos",https://news.google.com/rss/articles/CBMivAFBVV95cUxNRTRqREh6NGlVclJOc2piNjd4a1RweDd5bmlMTEUtZGxHalNzTnRkT0ZxNExmeU9hdWY1dVdXVmN5dUs3Q0pXTkR1ZEJWcEU4M1dTZm9lNUxFVE5Bd044OExDdGs2dThTeW5MaC04RzlQNk5QRjBoeHA3M0VUNmlOZHFiczhyS3poelhtME5oVno0WnpOR2tEV1NMQVBtSnJGbm9nVzYyeGZEbG8xVGFWTkg4UDJsYXRyMmhaMQ?oc=5,Google News,2022-03-07T19:37:45+00:00,0,True,True,False,True,0.45,BAJA,Si
Detienen a jovencitas de 13 y 15 años por feminicidio de Leyla Monserrath en Sonora; presuntamente eran sus am - Telediario México,Detienen a jovencitas de 13 y 15 años por feminicidio de Leyla Monserrath en Sonora; presuntamente eran sus am Telediario México,https://news.google.com/rss/articles/CBMilAFBVV95cUxPc2lXZzRfaVBXczZNc0NoQXl6YjhHLWNuR1Z4ZGJUNEJHclhZbnRCeDFpbUlZLXViUnJkUUt4bWpCdnFQcVdUY2cwZWVjM3JNZ3ZjSE1uVU1fbjZUbFBFX1VkUW9Qd29tZk11ajEzdlV6RmtJdlB0Q0tCWDRQaHM0aHo1QnFzUWxROVRaN1lxdmV2QXZo0gGUAUFVX3lxTFBlLUZ3LTAyTENYTXZ0a20zYXB5bURSaVcxemo1YjN0TUJJa3VnX3ljY0ZGVVlBbUR0SFJwU3FYZHlvUjhjS2M1M3RQdVZwRDB3VUJMN3JYYk5vNzNIUEV6eENuQjN4Vzk4aHcyMHFmYklNZWVxSml6VW5oY3BwcW9iX2g2elBfOXBCa2RlNEhCVGJWdkk?oc=5,Google News,2025-10-11T07:00:00+00:00,0,True,False,False,False,0.3,BAJA,No
¿Qué es el feminicidio y cómo identificarlo? - Gob MX,¿Qué es el feminicidio y cómo identificarlo? Gob MX,https://news.google.com/rss/articles/CBMikgFBVV95cUxOczZYaC10QTFRLVRxOFNBcTlxV0hkU3ZqaENQb0FGWDEybzdvNnljWWxobFB0SGZYUDFzUGhFNnd5cFgxY2VXdkdoamxscnRlamMxT05EOGVIcUFjVFFmLXc4UTRoU0VRNU9yc2ZHYjBucWFaZU5lUGdLcGZXd1RCVmtNYW0zMVpEcTRBRXEtUnNmUQ?oc=5,Google News,2016-11-03T00:44:02+00:00,0,True,False,False,False,0.3,BAJA,No
Rodolfo ‘Fofo’ Márquez: de ‘junior’ millonario a condenado por intento de feminicidio - EL PAÍS,Rodolfo ‘Fofo’ Márquez: de ‘junior’ millonario a condenado por intento de feminicidio EL PAÍS,https://news.google.com/rss/articles/CBMivwFBVV95cUxQQlpEdndld0FWblg4eWNhTDhpVGZBRmw4eGEtTlQ2eUF4ck83b1JqZzR0UU8wVlhJZEpFaE84N0pmb05uXzR4YzZRQkFycXFGcF9HdTZxeTZOcXc3dmZfN1JNSEtRRVEtQ3VwWkFaZDBQQzVaOUREOVN4TzBRUzNfaTZ4emVuZXJhaGNVZl9LZTF0eXYzOXIwUy01SjRIcG1LTW5icEJmMXcxU1FDWVQzVFZ5bU9mc3RKRGJiQVdRWdIB0wFBVV95cUxNVDZ5WkVNdW1SQ3V1dGFTeDJXMk13VWJjZ1N5V2xvSGpYczI0ZDBBWmZqN2NOZlRnajB5Y1pQR1FyczQ1VDYydDh2WWZlSGhmUTRoNllhQjZ1elp2WGJmcXI0bW9tNDR6X25FZ2dfVk1IYk16YlBTeUMyV1FUN2ZDRy12S0R1aEZBZHJfSzB5OVU1aXlyTDJKdkJ2YV9LZ0FrMkpTYXg1b1pIeUl1RnNBSnBkWGZNMGphYVduajBkc1FjZ3JndEZLSDBzakt4aWxjVVpz?oc=5,Google News,2025-01-30T08:00:00+00:00,0,True,False,False,False,0.3,BAJA,No
